1 0.000231 0.000521 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2 0.000240 0.000520 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3 0.000240 0.000519 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4 0.000343 0.000518 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
5 0.000345 0.000517 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
6 0.000344 0.000516 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
7 0.000344 0.000516 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
8 0.000343 0.000515 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
9 0.000343 0.000514 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
10 0.000342 0.000513 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
11 0.000341 0.000512 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
12 0.000341 0.000511 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
13 0.000340 0.000510 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
14 0.000340 0.000509 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
15 0.000339 0.000508 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
16 0.000338 0.000507 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
17 0.000338 0.000507 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
18 0.000337 0.000506 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
19 0.000337 0.000505 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
20 0.000336 0.000504 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
21 0.000335 0.000503 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
22 0.000335 0.000502 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
23 0.000334 0.000501 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
24 0.000334 0.000500 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
25 0.000333 0.000499 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
26 0.000333 0.000499 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
27 0.000332 0.000498 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
28 0.000331 0.000497 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
29 0.000331 0.000496 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
30 0.000330 0.000495 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
31 0.000330 0.000494 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
32 0.000329 0.000494 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
33 0.000329 0.000493 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
34 0.000328 0.000492 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
35 0.000327 0.000491 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
36 0.000340 0.000516 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
37 0.000359 0.000541 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
38 0.000360 0.000540 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
39 0.000359 0.000539 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
40 0.000359 0.000538 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
41 0.000358 0.000537 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
42 0.000357 0.000536 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
43 0.000357 0.000535 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
44 0.000356 0.000534 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
45 0.000355 0.000533 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
46 0.000355 0.000532 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
47 0.000354 0.000531 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
48 0.000353 0.000530 0.000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
