"Date (TU)","Date de la mesure du min/max (TU)","Valeur (en m)","Statut","Qualification","Méthode","Continuité"
2016-02-22T00:00:00.000Z,2016-02-22T00:00:00.000Z,"30.36","4",16,0,0
2016-02-23T00:00:00.000Z,2016-02-23T00:00:00.000Z,"30.62","4",16,0,0
2016-02-24T00:00:00.000Z,2016-02-24T00:00:00.000Z,"30.96","4",16,0,0
2016-02-25T00:00:00.000Z,2016-02-25T00:00:00.000Z,"31.23","4",16,0,0
2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,"31.49","4",16,0,0
2016-02-27T00:00:00.000Z,2016-02-27T00:00:00.000Z,"31.71","4",16,8,0
2016-02-28T00:00:00.000Z,2016-02-28T00:00:00.000Z,"32.04","4",16,0,0
2016-02-29T00:00:00.000Z,2016-02-29T10:20:00.000Z,"32.26","4",16,0,0
2016-03-01T00:00:00.000Z,2016-03-01T09:15:00.000Z,"32.33","4",16,0,0
2016-03-02T00:00:00.000Z,2016-03-02T00:10:00.000Z,"32.37","4",16,0,0
2016-03-03T00:00:00.000Z,2016-03-03T00:05:00.000Z,"32.58","4",16,0,0
2016-03-04T00:00:00.000Z,2016-03-04T08:15:00.000Z,"32.76","4",16,0,0
2016-03-05T00:00:00.000Z,2016-03-05T00:25:00.000Z,"33.00","4",16,0,0
2016-03-06T00:00:00.000Z,2016-03-06T00:00:00.000Z,"33.19","4",16,0,0
2016-03-07T00:00:00.000Z,2016-03-07T13:10:00.000Z,"33.26","4",16,0,0
2016-03-08T00:00:00.000Z,2016-03-08T04:10:00.000Z,"33.36","4",16,0,0
2016-03-09T00:00:00.000Z,2016-03-09T00:40:00.000Z,"33.47","4",16,0,0
2016-03-10T00:00:00.000Z,2016-03-10T00:10:00.000Z,"33.70","4",16,0,0
2016-03-11T00:00:00.000Z,2016-03-11T00:40:00.000Z,"33.93","4",16,0,0
2016-03-12T00:00:00.000Z,2016-03-12T00:40:00.000Z,"34.13","4",16,0,0
2016-03-13T00:00:00.000Z,2016-03-13T00:10:00.000Z,"34.28","4",16,0,0
2016-03-14T00:00:00.000Z,2016-03-14T00:10:00.000Z,"34.41","4",16,0,0
2016-03-15T00:00:00.000Z,2016-03-15T00:10:00.000Z,"34.57","4",16,0,0
2016-03-16T00:00:00.000Z,2016-03-16T00:10:00.000Z,"34.78","4",16,0,0
2016-03-17T00:00:00.000Z,2016-03-17T23:40:00.000Z,"34.91","4",16,0,0
2016-03-18T00:00:00.000Z,2016-03-18T21:40:00.000Z,"27.74","4",16,0,0
2016-03-19T00:00:00.000Z,2016-03-19T14:40:00.000Z,"28.56","4",16,0,0
2016-03-20T00:00:00.000Z,2016-03-20T07:40:00.000Z,"28.40","4",16,0,0
2016-03-21T00:00:00.000Z,2016-03-21T01:10:00.000Z,"32.06","4",16,0,0
2016-03-22T00:00:00.000Z,2016-03-22T00:05:00.000Z,"36.05","4",16,0,0
2016-03-23T00:00:00.000Z,2016-03-23T00:10:00.000Z,"36.34","4",16,0,0
2016-03-24T00:00:00.000Z,2016-03-24T00:10:00.000Z,"36.62","4",16,0,0
2016-03-25T00:00:00.000Z,2016-03-25T00:35:00.000Z,"36.88","4",16,0,0
2016-03-26T00:00:00.000Z,2016-03-26T00:00:00.000Z,"37.09","4",16,0,0
2016-03-27T00:00:00.000Z,2016-03-27T00:00:00.000Z,"37.27","4",16,0,0
2016-03-28T00:00:00.000Z,2016-03-28T00:05:00.000Z,"37.52","4",16,0,0
2016-03-29T00:00:00.000Z,2016-03-29T00:00:00.000Z,"37.76","4",16,0,0
2016-03-30T00:00:00.000Z,2016-03-30T00:00:00.000Z,"37.97","4",16,0,0
2016-03-31T00:00:00.000Z,2016-03-31T00:05:00.000Z,"38.14","4",16,0,0
2016-04-01T00:00:00.000Z,2016-04-01T00:50:00.000Z,"38.36","4",16,0,0
2016-04-02T00:00:00.000Z,2016-04-02T00:00:00.000Z,"38.63","4",16,0,0
2016-04-03T00:00:00.000Z,2016-04-03T00:10:00.000Z,"38.82","4",16,0,0
2016-04-04T00:00:00.000Z,2016-04-04T00:10:00.000Z,"38.89","4",16,0,0
2016-04-05T00:00:00.000Z,2016-04-05T00:00:00.000Z,"38.95","4",16,0,0
2016-04-06T00:00:00.000Z,2016-04-06T21:05:00.000Z,"39.12","4",16,0,0
2016-04-07T00:00:00.000Z,2016-04-07T09:00:00.000Z,"39.09","4",16,0,0
2016-04-08T00:00:00.000Z,2016-04-08T00:00:00.000Z,"39.21","4",16,0,0
2016-04-09T00:00:00.000Z,2016-04-09T00:20:00.000Z,"39.50","4",16,0,0
2016-04-10T00:00:00.000Z,2016-04-10T00:00:00.000Z,"39.65","4",16,0,0
2016-04-11T00:00:00.000Z,2016-04-11T00:20:00.000Z,"39.75","4",16,0,0
2016-04-12T00:00:00.000Z,2016-04-12T00:00:00.000Z,"39.78","4",16,0,0
2016-04-13T00:00:00.000Z,2016-04-13T00:00:00.000Z,"39.91","4",16,0,0
2016-04-14T00:00:00.000Z,2016-04-14T00:00:00.000Z,"40.07","4",16,0,0
2016-04-15T00:00:00.000Z,2016-04-15T00:00:00.000Z,"40.21","4",16,0,0
2016-04-16T00:00:00.000Z,2016-04-16T00:05:00.000Z,"40.38","4",16,0,0
2016-04-17T00:00:00.000Z,2016-04-17T00:00:00.000Z,"40.61","4",16,0,0
2016-04-18T00:00:00.000Z,2016-04-18T00:00:00.000Z,"40.81","4",16,0,0
2016-04-19T00:00:00.000Z,2016-04-19T12:05:00.000Z,"40.73","4",16,0,0
2016-04-20T00:00:00.000Z,2016-04-20T00:00:00.000Z,"41.07","4",16,0,0
2016-04-21T00:00:00.000Z,2016-04-21T00:05:00.000Z,"41.16","4",16,0,0
2016-04-22T00:00:00.000Z,2016-04-22T08:00:00.000Z,"41.41","4",16,0,0
2016-04-23T00:00:00.000Z,2016-04-23T00:15:00.000Z,"41.43","4",16,0,0
2016-04-24T00:00:00.000Z,2016-04-24T00:00:00.000Z,"41.55","4",16,0,0
2016-04-25T00:00:00.000Z,2016-04-25T00:10:00.000Z,"41.73","4",16,0,0
2016-04-26T00:00:00.000Z,2016-04-26T00:00:00.000Z,"41.87","4",16,0,0
2016-04-27T00:00:00.000Z,2016-04-27T00:05:00.000Z,"42.02","4",16,0,0
2016-04-28T00:00:00.000Z,2016-04-28T08:00:00.000Z,"41.98","4",16,0,0
2016-04-29T00:00:00.000Z,2016-04-29T00:40:00.000Z,"42.36","4",16,0,0
